network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,Year,Month,Day,yearday,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,study_year,daymet_maxtemp,daymet_mintemp,daymet_precip,daymet_meantemp,swe_plus,prevday_swe,prevday_maxtemp,prevday_mintemp,prevday_meantemp,prevday_precip,prevday_cumulative_precip
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,18,322,2012-11-18,40.6,94,-4.4,-13.9,-9,0,32,-4.78,-10.21,0,-7.495000000000001,41.6,40.6,-2.16,-8.45,-5.305,0,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,19,323,2012-11-19,45.7,58.4,-24,-26.8,-25.7,0,32,-22.3,-28.61,0,-25.455,46.7,45.7,-19.25,-22.43,-20.84,2.72,58.4
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,19,323,2012-11-19,17.8,73.7,-8.9,-21.8,-14.4,0,32,-7.34,-18.3,0,-12.82,18.8,17.8,-8.33,-17.48,-12.905,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,19,323,2012-11-19,43.2,94,-6.6,-12.9,-10.1,0,32,-2.01,-9.12,3.41,-5.5649999999999995,44.2,40.6,-4.78,-10.21,-7.495000000000001,0,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,20,324,2012-11-20,45.7,58.4,-20.8,-23.9,-22.4,2.5,32,-27.19,-31.54,0,-29.365,46.7,45.7,-22.3,-28.61,-25.455,0,58.4
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,20,324,2012-11-20,17.8,73.7,-10.5,-22.6,-17.5,0,32,-4.41,-16.96,0,-10.685,18.8,17.8,-7.34,-18.3,-12.82,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,20,324,2012-11-20,43.2,94,-7,-12.7,-10.3,0,32,-2.53,-10.74,0,-6.635,44.2,43.2,-2.01,-9.12,-5.5649999999999995,3.41,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,21,325,2012-11-21,45.7,61,-20.7,-23.7,-21.9,0,32,-15.89,-28.68,0,-22.285,46.7,45.7,-27.19,-31.54,-29.365,0,58.4
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,21,325,2012-11-21,17.8,73.7,-13.1,-24.1,-20,0,32,0.41,-7.21,0,-3.4,18.8,17.8,-4.41,-16.96,-10.685,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,21,325,2012-11-21,43.2,94,-3.9,-11.9,-9,0,32,-1.95,-9.82,0,-5.885,44.2,43.2,-2.53,-10.74,-6.635,0,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,22,326,2012-11-22,45.7,61,-19.4,-21.9,-20.8,0,32,-5.63,-15.4,0,-10.515,46.7,45.7,-15.89,-28.68,-22.285,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,22,326,2012-11-22,17.8,73.7,-9.2,-21.1,-16.9,0,32,2.43,-3.33,0,-0.45,18.8,17.8,0.41,-7.21,-3.4,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,22,326,2012-11-22,43.2,94,-4.4,-11.6,-7.8,0,32,0.8,-5.63,7.17,-2.415,44.2,43.2,-1.95,-9.82,-5.885,0,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,23,327,2012-11-23,45.7,61,-19.8,-22.7,-21.6,0,32,-10.47,-19.49,3.33,-14.98,46.7,45.7,-5.63,-15.4,-10.515,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,23,327,2012-11-23,17.8,73.7,-7.6,-19.1,-14.7,0,32,1.89,-4.08,0,-1.0950000000000002,18.8,17.8,2.43,-3.33,-0.45,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,23,327,2012-11-23,43.2,94,-2.2,-7.7,-4.8,5.1,32,0.65,-5.33,0,-2.34,44.2,43.2,0.8,-5.63,-2.415,7.17,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,24,328,2012-11-24,45.7,61,-14.8,-20.2,-17.4,0,32,-6.93,-14.39,0,-10.66,46.7,45.7,-10.47,-19.49,-14.98,3.33,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,24,328,2012-11-24,17.8,73.7,-11.4,-21.8,-18.5,0,32,0.63,-6.38,0,-2.875,18.8,17.8,1.89,-4.08,-1.0950000000000002,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,24,328,2012-11-24,43.2,99.1,-1.8,-10.6,-6.5,0,32,2.37,-5.95,0,-1.79,44.2,43.2,0.65,-5.33,-2.34,0,94
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,25,329,2012-11-25,45.7,61,-10.9,-15.6,-13.7,0,32,-9.87,-16.78,0,-13.325,46.7,45.7,-6.93,-14.39,-10.66,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,25,329,2012-11-25,17.8,73.7,-11,-21.2,-18,0,32,-1.02,-9.79,0,-5.404999999999999,18.8,17.8,0.63,-6.38,-2.875,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,25,329,2012-11-25,43.2,99.1,-1,-9.7,-6.3,0,32,-1.34,-10.2,0,-5.77,44.2,43.2,2.37,-5.95,-1.79,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,26,330,2012-11-26,45.7,61,-7.7,-12.4,-10.1,0,32,-14.63,-19.2,0,-16.915,46.7,45.7,-9.87,-16.78,-13.325,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,26,330,2012-11-26,17.8,73.7,-12.8,-21.5,-18.9,0,32,5.54,-4.74,1.67,0.3999999999999999,18.8,17.8,-1.02,-9.79,-5.404999999999999,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,26,330,2012-11-26,43.2,99.1,1.4,-9.2,-4.9,0,32,-2.05,-11.38,8.96,-6.715,44.2,43.2,-1.34,-10.2,-5.77,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,27,331,2012-11-27,45.7,61,-8.1,-18,-13.4,0,32,-14.48,-21.03,5.45,-17.755000000000003,46.7,45.7,-14.63,-19.2,-16.915,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,27,331,2012-11-27,17.8,73.7,-13.5,-21.9,-19.4,0,32,1.61,-4.03,3.32,-1.21,18.8,17.8,5.54,-4.74,0.3999999999999999,1.67,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,27,331,2012-11-27,43.2,99.1,-0.9,-7.2,-4.1,0,32,-2.68,-10.14,0,-6.41,44.2,43.2,-2.05,-11.38,-6.715,8.96,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,28,332,2012-11-28,45.7,61,-14.1,-17.8,-15.9,0,32,-19.49,-23.45,0,-21.47,46.7,45.7,-14.48,-21.03,-17.755000000000003,5.45,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,28,332,2012-11-28,17.8,73.7,-13.2,-24,-20.6,0,32,-0.67,-5.56,17.66,-3.115,18.8,17.8,1.61,-4.03,-1.21,3.32,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,28,332,2012-11-28,43.2,99.1,-1.6,-7.6,-4.4,0,32,-3.44,-9.54,0,-6.489999999999999,44.2,43.2,-2.68,-10.14,-6.41,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,11,30,334,2012-11-30,45.7,61,-18.4,-22,-20,0,32,-24.4,-30.5,0,-27.45,46.7,45.7,-19.49,-23.45,-21.47,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,11,30,334,2012-11-30,17.8,73.7,-15.3,-25.2,-21.5,0,32,-2,-12.38,0.94,-7.19,18.8,17.8,-0.67,-5.56,-3.115,17.66,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,11,30,334,2012-11-30,43.2,99.1,-6.2,-11.2,-9.3,0,32,-9.69,-17.37,0,-13.53,44.2,43.2,-3.44,-9.54,-6.489999999999999,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,1,335,2012-12-01,45.7,61,-17.9,-26.2,-20.5,0,32,-23.86,-30.46,0,-27.16,46.7,45.7,-24.4,-30.5,-27.45,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,1,335,2012-12-01,17.8,73.7,-15.9,-24.1,-21.2,0,32,-0.14,-13.83,3.78,-6.985,18.8,17.8,-2,-12.38,-7.19,0.94,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,1,335,2012-12-01,43.2,99.1,-5.3,-14.1,-10.6,0,32,-6.76,-13.96,5.02,-10.36,44.2,43.2,-9.69,-17.37,-13.53,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,2,336,2012-12-02,45.7,61,-23.9,-28.1,-26.2,0,32,-11.52,-20.98,0,-16.25,46.7,45.7,-23.86,-30.46,-27.16,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,2,336,2012-12-02,17.8,73.7,-16.6,-25.5,-22.8,0,32,5.64,-1.92,0,1.86,18.8,17.8,-0.14,-13.83,-6.985,3.78,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,2,336,2012-12-02,43.2,99.1,-6.4,-14.4,-11.9,0,32,-1.94,-9.44,5.5,-5.6899999999999995,44.2,43.2,-6.76,-13.96,-10.36,5.02,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,3,337,2012-12-03,45.7,61,-27.8,-30.3,-28.9,0,32,-7.42,-14.12,0,-10.77,46.7,45.7,-11.52,-20.98,-16.25,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,3,337,2012-12-03,17.8,73.7,-19.4,-27.8,-24.5,0,32,4.22,-4.61,0,-0.19500000000000028,18.8,17.8,5.64,-1.92,1.86,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,3,337,2012-12-03,43.2,99.1,-12.6,-16.8,-15,0,32,-4.75,-13.43,0,-9.09,44.2,43.2,-1.94,-9.44,-5.6899999999999995,5.5,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,4,338,2012-12-04,45.7,61,-25.9,-31.1,-29.2,0,32,-7.79,-14.97,0,-11.38,46.7,45.7,-7.42,-14.12,-10.77,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,4,338,2012-12-04,17.8,73.7,-17.8,-29.4,-25.7,0,32,-4.59,-12.15,0,-8.370000000000001,18.8,17.8,4.22,-4.61,-0.19500000000000028,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,4,338,2012-12-04,43.2,99.1,-14.2,-18.8,-17.3,0,32,-10.99,-14.69,0,-12.84,44.2,43.2,-4.75,-13.43,-9.09,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,5,339,2012-12-05,48.3,61,-24.9,-26.8,-25.9,2.5,32,-3.45,-10.47,0,-6.960000000000001,49.3,45.7,-7.79,-14.97,-11.38,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,5,339,2012-12-05,17.8,73.7,-19.4,-30,-26.9,0,32,-8.84,-20.5,0,-14.67,18.8,17.8,-4.59,-12.15,-8.370000000000001,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,5,339,2012-12-05,43.2,99.1,-9.8,-15.9,-12.7,0,32,-12.3,-19.62,0,-15.96,44.2,43.2,-10.99,-14.69,-12.84,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,6,340,2012-12-06,48.3,63.5,-24.5,-26.4,-25.7,0,32,1,-4.46,23.79,-1.73,49.3,48.3,-3.45,-10.47,-6.960000000000001,0,61
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,6,340,2012-12-06,17.8,73.7,-18.3,-26.7,-22.2,0,32,-12.36,-22.28,0,-17.32,18.8,17.8,-8.84,-20.5,-14.67,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,6,340,2012-12-06,43.2,99.1,-7.4,-14.1,-12.1,0,32,-6.61,-17.83,0,-12.22,44.2,43.2,-12.3,-19.62,-15.96,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,7,341,2012-12-07,48.3,63.5,-23.6,-26.6,-25.4,0,32,2.05,-0.4,5.44,0.825,49.3,48.3,1,-4.46,-1.73,23.79,63.5
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,7,341,2012-12-07,17.8,73.7,-14.7,-26.2,-21.2,0,32,-3.87,-18.02,0,-10.945,18.8,17.8,-12.36,-22.28,-17.32,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,7,341,2012-12-07,43.2,99.1,-1.9,-10.4,-7.5,0,32,-5.04,-12.8,0,-8.92,44.2,43.2,-6.61,-17.83,-12.22,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,8,342,2012-12-08,48.3,63.5,-14,-23.7,-19.4,5.1,32,2.36,-0.69,6.34,0.835,49.3,48.3,2.05,-0.4,0.825,5.44,63.5
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,8,342,2012-12-08,17.8,73.7,-6.3,-15.4,-10.2,5.1,32,0.29,-4.97,0,-2.34,18.8,17.8,-3.87,-18.02,-10.945,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,8,342,2012-12-08,43.2,99.1,-1.1,-8.7,-4.3,7.6,32,-5.73,-11.95,3.13,-8.84,44.2,43.2,-5.04,-12.8,-8.92,0,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,9,343,2012-12-09,50.8,68.6,-12.3,-16.3,-14.3,2.5,32,-2.74,-6.75,5.32,-4.745,51.8,48.3,2.36,-0.69,0.835,6.34,63.5
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,9,343,2012-12-09,20.3,78.7,-2.9,-6.7,-4.9,2.5,32,1.05,-7.85,0,-3.4,21.3,17.8,0.29,-4.97,-2.34,0,73.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,9,343,2012-12-09,43.2,106.7,0.8,-4.6,-1.3,5.1,32,-3.67,-10.49,0,-7.08,44.2,43.2,-5.73,-11.95,-8.84,3.13,99.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,10,344,2012-12-10,55.9,71.1,-9.7,-12.4,-10.9,2.5,32,-6.74,-19.53,0,-13.135000000000002,56.9,50.8,-2.74,-6.75,-4.745,5.32,68.6
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,10,344,2012-12-10,22.9,81.3,-3,-4.4,-3.7,2.5,32,-3.52,-10,0,-6.76,23.9,20.3,1.05,-7.85,-3.4,0,78.7
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,10,344,2012-12-10,50.8,111.8,-1.6,-5.9,-3.7,0,32,-1.9,-8.58,0,-5.24,51.8,43.2,-3.67,-10.49,-7.08,0,106.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,11,345,2012-12-11,58.4,73.7,-12.8,-18.1,-16.1,2.5,32,-19.35,-23.49,0,-21.42,59.4,55.9,-6.74,-19.53,-13.135000000000002,0,71.1
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,11,345,2012-12-11,25.4,83.8,-4.2,-11.3,-7.6,2.5,32,-5.25,-13.98,0,-9.615,26.4,22.9,-3.52,-10,-6.76,0,81.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,11,345,2012-12-11,50.8,111.8,-0.3,-7.8,-5.2,2.5,32,-4.44,-12.33,0,-8.385,51.8,50.8,-1.9,-8.58,-5.24,0,111.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,12,346,2012-12-12,61,76.2,-4.2,-12.3,-6.6,17.8,32,-21.29,-24.36,0,-22.825,62,58.4,-19.35,-23.49,-21.42,0,73.7
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,12,346,2012-12-12,27.9,86.4,-0.2,-4.7,-2.7,15.2,32,-5.75,-10.43,0,-8.09,28.9,25.4,-5.25,-13.98,-9.615,0,83.8
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,12,346,2012-12-12,53.3,114.3,0.3,-3.1,-1.1,7.6,32,-4.69,-13.59,0,-9.14,54.3,50.8,-4.44,-12.33,-8.385,0,111.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,13,347,2012-12-13,81.3,94,-4.2,-20.2,-11,17.8,32,-22.22,-27.03,0,-24.625,82.3,61,-21.29,-24.36,-22.825,0,76.2
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,13,347,2012-12-13,35.6,101.6,-0.8,-8.3,-2.8,0,32,-4.71,-8.88,0,-6.795,36.6,27.9,-5.75,-10.43,-8.09,0,86.4
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,13,347,2012-12-13,58.4,121.9,-2.3,-5.3,-3.2,0,32,-5.24,-13.52,0,-9.38,59.4,53.3,-4.69,-13.59,-9.14,0,114.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,14,348,2012-12-14,101.6,111.8,-16.1,-21.1,-18.7,0,32,-21.24,-24.8,2.38,-23.02,102.6,81.3,-22.22,-27.03,-24.625,0,94
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,14,348,2012-12-14,35.6,101.6,-5.9,-12,-7.9,0,32,0.05,-4.94,0,-2.4450000000000003,36.6,35.6,-4.71,-8.88,-6.795,0,101.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,14,348,2012-12-14,58.4,121.9,-5.2,-14.9,-8.3,0,32,-1.18,-7.82,0,-4.5,59.4,58.4,-5.24,-13.52,-9.38,0,121.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,15,349,2012-12-15,101.6,111.8,-21.1,-29.3,-26.9,0,32,-24.56,-29.24,2.63,-26.9,102.6,101.6,-21.24,-24.8,-23.02,2.38,111.8
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,15,349,2012-12-15,35.6,101.6,-6.8,-23.4,-13.4,0,32,-0.41,-5,0,-2.705,36.6,35.6,0.05,-4.94,-2.4450000000000003,0,101.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,15,349,2012-12-15,58.4,121.9,-11.3,-17.3,-14.2,0,32,-1.34,-6.88,0,-4.11,59.4,58.4,-1.18,-7.82,-4.5,0,121.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,16,350,2012-12-16,101.6,111.8,-28.4,-31.2,-30.2,0,32,-29.58,-35.59,0,-32.585,102.6,101.6,-24.56,-29.24,-26.9,2.63,111.8
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,16,350,2012-12-16,35.6,101.6,-23.4,-29.8,-26.8,0,32,-3.09,-5.1,3.73,-4.095,36.6,35.6,-0.41,-5,-2.705,0,101.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,16,350,2012-12-16,58.4,121.9,-12.3,-18.8,-16.4,0,32,-0.31,-6.93,3.97,-3.62,59.4,58.4,-1.34,-6.88,-4.11,0,121.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,17,351,2012-12-17,101.6,111.8,-20.3,-30.3,-24.4,0,32,-21.12,-32.35,0,-26.735,102.6,101.6,-29.58,-35.59,-32.585,0,111.8
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,17,351,2012-12-17,35.6,101.6,-22.3,-31.7,-28,0,32,-2.15,-8.17,0,-5.16,36.6,35.6,-3.09,-5.1,-4.095,3.73,101.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2012,12,17,351,2012-12-17,58.4,121.9,-9.8,-18.7,-14.8,0,32,1.42,-1.96,7.48,-0.27,59.4,58.4,-0.31,-6.93,-3.62,3.97,121.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2012,12,18,352,2012-12-18,101.6,111.8,-18.2,-25.5,-20.4,0,32,-16.49,-23.61,0,-20.049999999999997,102.6,101.6,-21.12,-32.35,-26.735,0,111.8
SNTL,AK,kenai moose pens,Upper Moose River (190203021601),1982-10-01,2024-05-02,60.73,-150.48,91,Kenai Peninsula,966,2012,12,18,352,2012-12-18,35.6,101.6,-14.7,-23.6,-17.3,0,32,-5.56,-9.35,0,-7.455,36.6,35.6,-2.15,-8.17,-5.16,0,101.6
